Tokens,Tags,Polarities
"['Even', 'so', ',', 'I', 'like', 'playing', 'online', 'games', ',', 'so', 'it', 'was', 'wonderful', 'that', 'there', 'is', 'a', 'feature', 'where', 'I', 'can', 'dualboot', 'Windows', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'battery', 'life', 'is', 'amazingly', 'long', 'at', '7hrs', 'and', '5hrs', 'if', 'you', 'use', 'it', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['lightweight', ',', 'long', 'battery', 'life', ',', 'excellent', 'transition', 'from', 'PC', ';']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, 2, -1, -1, -1, -1, -1, -1]"
"['The', 'price', 'is', 'another', 'driving', 'influence', 'that', 'made', 'me', 'purchase', 'this', 'laptop', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'Nortons', 'virus', 'scan', 'is', 'only', 'for', 'a', 'very', 'short', 'time', 'unlike', 'others', 'that', 'usually', 'are', 'good', 'for', 'a', 'year', '.']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'is', 'stamped', 'and', 'not', 'in', 'pieces', 'therefore', 'it', 'is', 'a', 'stronger', 'more', 'resilient', 'frame', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['I', 'am', 'first', 'time', 'Mac', 'Buyer', 'and', 'am', 'amazed', 'at', 'features', 'and', 'ease', 'of', 'use', 'the', 'Mac', 'offers', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'am', 'first', 'time', 'Mac', 'Buyer', 'and', 'am', 'amazed', 'at', 'features', 'and', 'ease', 'of', 'use', 'the', 'Mac', 'offers', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['Came', 'fully', 'loaded', '-', 'good', '.']","[0, 0, 1, 0, 0, 0]","[-1, -1, 2, -1, -1, -1]"
"['I', 'noticed', 'windows', 'has', 'a', 'new', 'system', 'called', 'Windows', '7', ',', 'what', 'about', 'us', 'Vista', 'users', '?', 'They', 'should', 'get', 'all', 'the', 'bugs', 'out', 'of', 'Vista', 'before', 'investing', 'in', 'a', 'new', 'system', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'noticed', 'windows', 'has', 'a', 'new', 'system', 'called', 'Windows', '7', ',', 'what', 'about', 'us', 'Vista', 'users', '?', 'They', 'should', 'get', 'all', 'the', 'bugs', 'out', 'of', 'Vista', 'before', 'investing', 'in', 'a', 'new', 'system', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'noticed', 'windows', 'has', 'a', 'new', 'system', 'called', 'Windows', '7', ',', 'what', 'about', 'us', 'Vista', 'users', '?', 'They', 'should', 'get', 'all', 'the', 'bugs', 'out', 'of', 'Vista', 'before', 'investing', 'in', 'a', 'new', 'system', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'noticed', 'windows', 'has', 'a', 'new', 'system', 'called', 'Windows', '7', ',', 'what', 'about', 'us', 'Vista', 'users', '?', 'They', 'should', 'get', 'all', 'the', 'bugs', 'out', 'of', 'Vista', 'before', 'investing', 'in', 'a', 'new', 'system', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['When', 'we', 'bought', 'our', 'new', 'HP', 'comouter', 'in', 'Dec.', 'of', '2008', ',', 'we', 'wanted', 'Windows', 'XP', ',', 'but', 'were', 'told', 'it', 'would', 'cost', 'an', 'extra', '$', '159', ',', 'so', 'we', 'went', 'with', 'Vista', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
"['The', 'only', 'thing', 'that', 'I', 'have', ',', 'is', 'the', 'key', 'broad', 'is', 'a', 'little', 'dark', 'to', 'see', 'the', 'letters', ',', 'would', 'help', 'if', 'it', 'was', 'a', 'little', 'lighter', 'then', 'it', 'is', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', ""'m"", 'still', 'within', 'the', 'one', 'year', 'warranty', 'but', 'the', 'repair', '``', 'depot', ""''"", 'has', 'deemed', 'that', 'this', 'time', 'it', 'was', 'caused', 'by', 'physical', 'abuse', 'and', 'is', 'not', 'covered', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', ""'m"", 'still', 'within', 'the', 'one', 'year', 'warranty', 'but', 'the', 'repair', '``', 'depot', ""''"", 'has', 'deemed', 'that', 'this', 'time', 'it', 'was', 'caused', 'by', 'physical', 'abuse', 'and', 'is', 'not', 'covered', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['But', 'I', 'needed', 'a', 'laptop', 'for', 'school', 'use', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['This', 'is', 'the', 'complete', 'opposite', 'to', 'an', 'ergonomic', 'design', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"['I', 'would', 'like', 'at', 'least', 'a', '4', 'hr', '.', 'battery', 'life', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['The', 'only', 'thing', 'that', 'I', 'do', ""n't"", 'like', 'about', 'my', 'mac', 'is', 'that', 'sometimes', 'there', 'are', 'programs', 'that', 'I', 'want', 'to', 'be', 'able', 'to', 'run', 'and', 'I', 'am', 'not', 'able', 'to', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Wireless', 'has', 'not', 'been', 'a', 'issue', 'for', 'me', ',', 'like', 'some', 'others', 'have', 'meantioned', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['MacBook', 'Notebooks', 'quickly', 'die', 'out', 'because', 'of', 'their', 'short', 'battery', 'life', ',', 'as', 'well', 'as', 'the', 'many', 'background', 'programs', 'that', 'run', 'without', 'the', 'user', ""'s"", 'knowlede', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['MacBook', 'Notebooks', 'quickly', 'die', 'out', 'because', 'of', 'their', 'short', 'battery', 'life', ',', 'as', 'well', 'as', 'the', 'many', 'background', 'programs', 'that', 'run', 'without', 'the', 'user', ""'s"", 'knowlede', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"['All', 'the', 'things', 'you', 'can', 'do', 'with', 'the', 'trackpad', 'make', 'navigating', 'around', 'the', 'computer', 'and', 'its', 'programs', 'so', 'much', 'simpler', ',', 'quicker', ',', 'and', 'easier', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['All', 'the', 'things', 'you', 'can', 'do', 'with', 'the', 'trackpad', 'make', 'navigating', 'around', 'the', 'computer', 'and', 'its', 'programs', 'so', 'much', 'simpler', ',', 'quicker', ',', 'and', 'easier', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['All', 'the', 'things', 'you', 'can', 'do', 'with', 'the', 'trackpad', 'make', 'navigating', 'around', 'the', 'computer', 'and', 'its', 'programs', 'so', 'much', 'simpler', ',', 'quicker', ',', 'and', 'easier', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'guess', 'the', 'only', 'good', 'thing', 'that', 'came', 'out', 'of', 'these', 'were', 'the', 'speakers', 'and', 'the', 'subwoofer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['I', 'guess', 'the', 'only', 'good', 'thing', 'that', 'came', 'out', 'of', 'these', 'were', 'the', 'speakers', 'and', 'the', 'subwoofer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['Theres', 'a', 'built', 'in', 'camera', 'with', 'special', 'effects', '-', 'for', 'video', 'and', 'photography', '.']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 2, 2, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['All', 'for', 'such', 'a', 'great', 'price', '.']","[0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, 2, -1]"
"['Long', 'story', 'short', ',', 'since', 'I', 'experience', 'so', 'many', 'problems', 'with', 'my', 'laptop', 'every', 'since', 'I', 'bought', 'it', 'from', 'day', 'one', ',', 'I', 'did', ""n't"", 'ask', 'for', 'a', 'new', 'laptop', 'or', 'a', 'refund', 'of', 'what', 'I', 'pay', 'for', 'a', 'crapy', 'laptop', ',', 'but', 'just', 'an', 'extension', 'of', 'my', 'laptop', 'warranty', 'for', 'another', 'year', ',', 'they', 'made', 'a', 'big', 'deal', 'of', 'out', 'that', 'and', 'after', 'so', 'many', 'calls', 'and', 'complaints', 'about', 'their', 'products', 'and', 'services', ',', 'they', 'finally', 'gave', 'in', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Another', 'thing', 'is', 'that', 'after', 'only', 'a', 'month', 'the', 'left', 'mouse', 'key', 'broke', 'and', 'it', 'costed', '$', '175', 'to', 'send', 'it', 'in', 'to', 'fix', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Another', 'thing', 'is', 'that', 'after', 'only', 'a', 'month', 'the', 'left', 'mouse', 'key', 'broke', 'and', 'it', 'costed', '$', '175', 'to', 'send', 'it', 'in', 'to', 'fix', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'has', 'good', 'speed', 'and', 'plenty', 'of', 'hard', 'drive', 'space', '.']","[0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'has', 'good', 'speed', 'and', 'plenty', 'of', 'hard', 'drive', 'space', '.']","[0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, 2, 2, -1]"
"['Clear', 'picture', 'on', 'it', 'and', 'everything', '.']","[0, 1, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1]"
"['They', 'said', 'that', 'my', 'computer', 'was', 'covered', 'on', 'an', 'extended', 'warranty', ',', 'and', 'that', 'products', 'with', 'extended', 'warranties', 'are', 'taken', 'care', 'of', 'through', 'third', 'parties', 'and', 'not', 'Sony', 'itself', 'anymore', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['They', 'said', 'that', 'my', 'computer', 'was', 'covered', 'on', 'an', 'extended', 'warranty', ',', 'and', 'that', 'products', 'with', 'extended', 'warranties', 'are', 'taken', 'care', 'of', 'through', 'third', 'parties', 'and', 'not', 'Sony', 'itself', 'anymore', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Very', 'long-life', 'battery', '-LRB-', 'up', 'to', '10-11', 'hours', 'depending', 'on', 'how', 'you', 'configure', 'power', 'level', 'settings', '-RRB-', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Screen', 'is', 'awesome', ',', 'battery', 'life', 'is', 'good', '.']","[1, 0, 0, 0, 1, 2, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['Screen', 'is', 'awesome', ',', 'battery', 'life', 'is', 'good', '.']","[1, 0, 0, 0, 1, 2, 0, 0, 0]","[-1, -1, -1, -1, 2, 2, -1, -1, -1]"
"['The', 'black', 'model', 'also', 'has', 'a', 'very', 'nice', 'seamless', 'appearance', '-', 'one', 'of', 'the', 'better', 'looking', 'notebooks', 'I', ""'ve"", 'seen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'technical', 'service', 'for', 'dell', 'is', 'so', '3rd', 'world', 'it', 'might', 'as', 'well', 'not', 'even', 'bother', '.']","[0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'graphics', 'were', 'awful', 'and', 'the', 'warranty', 'is', ""n't"", 'even', 'worth', 'the', 'cheap', 'payment', 'on', 'the', 'computer', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['The', 'graphics', 'were', 'awful', 'and', 'the', 'warranty', 'is', ""n't"", 'even', 'worth', 'the', 'cheap', 'payment', 'on', 'the', 'computer', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['They', 'gave', 'me', 'a', 'hard', 'time', 'yet', 'again', ',', 'but', 'their', 'was', 'a', 'malfunction', 'in', 'the', 'battery', 'itself', ',', 'it', 'did', ""n't"", 'die', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
"['If', 'you', 'do', ""n't"", 'feel', 'comfortable', 'doing', 'it', 'yourself', ',', 'just', 'buy', 'the', 'case', 'and', 'be', 'happy', ',', 'plus', 'it', 'looks', 'nice', ',', 'I', 'bought', 'the', 'white', 'one', 'from', 'Best', 'Buy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['you', 'can', 'find', 'many', 'laptops', 'with', 'the', 'same', 'performance', 'and', 'even', 'better', 'with', 'lower', 'price', ',', 'but', 'you', 'can', 'not', 'find', 'the', 'look', ',', 'easy', ',', 'applications', ',', 'and', 'the', 'experience', 'in', 'mac', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['you', 'can', 'find', 'many', 'laptops', 'with', 'the', 'same', 'performance', 'and', 'even', 'better', 'with', 'lower', 'price', ',', 'but', 'you', 'can', 'not', 'find', 'the', 'look', ',', 'easy', ',', 'applications', ',', 'and', 'the', 'experience', 'in', 'mac', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['you', 'can', 'find', 'many', 'laptops', 'with', 'the', 'same', 'performance', 'and', 'even', 'better', 'with', 'lower', 'price', ',', 'but', 'you', 'can', 'not', 'find', 'the', 'look', ',', 'easy', ',', 'applications', ',', 'and', 'the', 'experience', 'in', 'mac', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['you', 'can', 'find', 'many', 'laptops', 'with', 'the', 'same', 'performance', 'and', 'even', 'better', 'with', 'lower', 'price', ',', 'but', 'you', 'can', 'not', 'find', 'the', 'look', ',', 'easy', ',', 'applications', ',', 'and', 'the', 'experience', 'in', 'mac', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1]"
"['Excellent', 'speed', 'for', 'processing', 'data', '.']","[0, 1, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1]"
"['When', 'you', 'call', 'tech', 'support', 'you', 'were', 'routed', 'to', 'someone', 'who', 'was', 'in', 'another', 'country', 'and', 'did', 'not', 'know', 'what', 'they', 'were', 'doing', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['It', 'has', 'come', 'into', 'good', 'use', 'for', 'my', 'finances', ',', 'scheduling', ',', 'my', 'parents', 'business', 'expenses', ',', 'and', 'it', 'is', 'definitely', 'amazing', 'for', 'gaming', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1]"
"['It', 'has', 'come', 'into', 'good', 'use', 'for', 'my', 'finances', ',', 'scheduling', ',', 'my', 'parents', 'business', 'expenses', ',', 'and', 'it', 'is', 'definitely', 'amazing', 'for', 'gaming', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['I', 'was', 'taught', 'to', 'use', 'Photoshop', 'and', 'was', 'amazed', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 2, -1, -1, -1, -1]"
"['4gb', 'of', 'ram', '...']","[0, 0, 1, 0]","[-1, -1, 1, -1]"
"['Somehow', 'the', 'system', 'clock', 'got', 'messed', 'up', 'after', 'reboot', '.']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1]"
"['the', 'only', 'problem', 'is', 'that', 'i', 'had', 'to', 'add', '1', 'gb', 'RAM', ',', 'the', 'computer', 'was', 'kinda', 'slow', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1]"
